round,worker_name,hostname,mode,ratio_used,allocated_samples,trained_samples,cpu_util,gpu_util,throughput,memory_headroom,time,train_seconds,total_seconds,request_seconds,samples_per_sec_train,samples_per_sec_total,iteration_time,loss,acc,shard_zip_bytes,avg_cpu_percent,max_cpu_percent,avg_memory_percent,max_memory_percent,avg_gpu_util_percent,max_gpu_util_percent,avg_gpu_memory_used_mb,max_gpu_memory_used_mb,avg_gpu_memory_percent,max_gpu_memory_percent
3,D,uol-bcpqk000684.leeds.ac.uk,stats_only_no_weight_sync,0.36779983941230926,36781,73562,41.15,87.25,533.2803328655361,69.48333333333333,137.942458152771,25.640522480010986,137.942458152771,141.98725938796997,2868.974298684747,533.2803328655361,0.02229610650435738,4.798573188293505,0.0490062804165194,72763089,41.15,60.8,30.51666666666667,31.5,87.25,97.0,1880.9583333333333,1881.0,11.537498210963216,11.537753787646446
1,B,uol-pc-055691.leeds.ac.uk,stats_only_no_weight_sync,0.3333,33330,66660,22.20289855072463,93.65217391304348,474.9133408179539,69.3376811594203,140.36244988441467,38.764742612838745,140.36244988441467,144.49573040008545,1719.6038334567052,474.9133408179539,0.037202248188904746,4.828127506535368,0.04606960696069607,65828528,22.20289855072463,59.0,30.662318840579708,31.6,93.65217391304348,99.0,1621.8260869565217,1646.0,13.204902189843045,13.401726103240515
1,C,uol-pc-8kmklh3.leeds.ac.uk,stats_only_no_weight_sync,0.3333,33330,66660,34.91764705882353,93.97058823529412,414.5032091822519,72.60294117647058,160.81902027130127,39.85180068016052,160.81902027130127,164.98261380195618,1672.6973151099153,414.5032091822519,0.038245490096123345,4.8375587434479685,0.04608460846084608,65928535,34.91764705882353,48.6,27.397058823529413,28.3,93.97058823529412,99.0,1556.0588235294117,1604.0,15.195886948529411,15.6640625
1,D,uol-bcpqk000684.leeds.ac.uk,stats_only_no_weight_sync,0.33340000000000003,33340,66680,40.7,84.0,530.5522150041903,69.81363636363636,125.68037247657776,23.08378314971924,125.68037247657776,129.82966828346252,2888.6079706917976,530.5522150041903,0.022153342754049173,4.809801057547814,0.04758548290341932,65998942,40.7,60.6,30.186363636363634,31.0,84.0,99.0,1880.0,1880.0,11.531619947248972,11.531619947248972
2,B,uol-pc-055691.leeds.ac.uk,stats_only_no_weight_sync,0.3338600498375298,33386,66772,24.064383561643826,93.97260273972603,466.3208079394117,69.43013698630138,143.18897819519043,38.93385863304138,143.18897819519043,147.09489464759827,1715.0111071532392,466.3208079394117,0.03729296803931167,4.8428509787973875,0.045093751872042176,65989516,24.064383561643826,100.0,30.569863013698622,31.4,93.97260273972603,99.0,1646.0,1646.0,13.401726103240525,13.401726103240515
2,C,uol-pc-8kmklh3.leeds.ac.uk,stats_only_no_weight_sync,0.30645550865897847,30645,61290,36.194117647058825,90.1470588235294,434.2897128700119,72.47647058823529,141.12699007987976,36.509708404541016,141.12699007987976,144.5974826812744,1678.7315669816978,434.2897128700119,0.03811034280223488,4.832942309848713,0.04526023821178006,60582222,36.194117647058825,77.7,27.523529411764706,28.3,90.1470588235294,99.0,1604.0,1604.0,15.6640625,15.6640625
2,D,uol-bcpqk000684.leeds.ac.uk,stats_only_no_weight_sync,0.35968444150349177,35969,71938,44.025,86.95833333333333,526.0811655843215,65.35833333333332,136.74315810203552,26.537692070007324,136.74315810203552,140.79526615142822,2710.785844158005,526.0811655843215,0.023568110186507393,4.81854343199545,0.04726292084850844,71183656,44.025,63.9,34.64166666666667,36.3,86.95833333333333,98.0,1880.0,1880.0,11.531619947248972,11.531619947248972
3,B,uol-pc-055691.leeds.ac.uk,stats_only_no_weight_sync,0.3272668155281063,32726,65452,22.58235294117647,95.1029411764706,476.32019089508776,68.36176470588235,137.41176891326904,38.222270488739014,137.41176891326904,170.10899257659912,1712.4048143420305,476.32019089508776,0.03732643602415919,4.824943092657186,0.04552954837132555,64694852,22.58235294117647,61.5,31.63823529411765,33.8,95.1029411764706,99.0,1620.3823529411766,1646.0,13.19314731266225,13.401726103240515
3,C,uol-pc-8kmklh3.leeds.ac.uk,stats_only_no_weight_sync,0.3081831674081341,30818,61636,36.78307692307692,92.46153846153847,423.72013394663696,73.21230769230769,145.46393966674805,37.116599321365356,145.46393966674805,180.60337924957275,1660.604719369336,423.72013394663696,0.03850269639145784,4.850134903609896,0.04425984814069699,60936288,36.78307692307692,72.6,26.787692307692303,27.7,92.46153846153847,99.0,1577.3538461538462,1602.0,15.403846153846153,15.64453125
3,D,uol-bcpqk000684.leeds.ac.uk,stats_only_no_weight_sync,0.3645500170637596,36456,72912,42.208695652173915,83.6086956521739,521.0786054593666,68.1695652173913,139.92514610290527,25.34998083114624,139.92514610290527,176.6890048980713,2876.215192652797,521.0786054593666,0.02223682529047916,4.793981957493159,0.048455672591617295,72124133,42.208695652173915,59.3,31.830434782608698,32.8,83.6086956521739,97.0,1880.0,1880.0,11.531619947248972,11.531619947248972
4,B,uol-pc-055691.leeds.ac.uk,stats_only_no_weight_sync,0.33284588605588056,33284,66568,21.96285714285714,92.55714285714286,468.2188734316624,69.32428571428572,142.17282509803772,39.38033962249756,142.17282509803772,174.76344442367554,1690.3866405959188,468.2188734316624,0.03779303226727213,4.8292978766044445,0.04508172094700156,65781789,21.96285714285714,58.6,30.67571428571428,31.5,92.55714285714286,99.0,1624.3714285714286,1648.0,13.225626352152984,13.418010096075557
4,C,uol-pc-8kmklh3.leeds.ac.uk,stats_only_no_weight_sync,0.30243359608083037,30243,60486,35.757812499999986,93.671875,430.4705329883391,72.08437500000001,140.51135993003845,36.65392565727234,140.51135993003845,174.3848431110382,1650.1915938163434,430.4705329883391,0.038746221625023614,4.868287061598827,0.04045564262804616,59847046,35.757812499999986,69.1,27.915624999999988,28.8,93.671875,99.0,1578.9375,1604.0,15.4193115234375,15.6640625
4,D,uol-bcpqk000684.leeds.ac.uk,stats_only_no_weight_sync,0.364720517863289,36473,72946,45.90227272727273,88.0,531.3690197621698,65.23863636363636,137.2793619632721,25.816914796829224,137.2793619632721,173.8634181022644,2825.511900785258,531.3690197621698,0.02264641648844669,4.800149380717865,0.04963945932607682,72126323,45.90227272727273,61.7,34.76136363636364,36.3,88.0,99.0,1837.2727272727273,1880.0,11.269537675720597,11.531619947248972
